,YEAR,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,VOTES,ELECTORS,VOTERS,VALID VOTES,TURNOUT,PREDICTED WINNER
7306,1991,POONAMALLEE,D. KUMAR,N,TMM,M,302,212565,126397,123225,0.5946275256980218,N
7307,1991,POONAMALLEE,M. GNANASEKAR,N,JP,M,259,212565,126397,123225,0.5946275256980218,N
7307,1991,POONAMALLEE,M. GNANASEKAR,N,JP,M,259,212565,126397,123225,0.5946275256980218,N
7308,1991,POONAMALLEE,D. SAGARIYA,N,BSP,M,238,212565,126397,123225,0.5946275256980218,N
7309,1991,POONAMALLEE,S. NATARAJAN,N,IND,M,163,212565,126397,123225,0.5946275256980218,N
7310,1991,POONAMALLEE,S. MURUGANANDAM,N,IND,M,132,212565,126397,123225,0.5946275256980218,N
7311,1991,POONAMALLEE,C. VENKATARAMAN,N,IND,M,89,212565,126397,123225,0.5946275256980218,N
7312,1991,TIRUVALLUR,SAKKUBAI DEVARAJ D.,W,ADMK,F,54267,152972,99876,95353,0.6529037993881233,N
7313,1991,TIRUVALLUR,SUBRAMANI C.,N,DMK,M,27847,152972,99876,95353,0.6529037993881233,N
7314,1991,TIRUVALLUR,ARUMUGAM S.,N,PMK,M,5795,152972,99876,95353,0.6529037993881233,W
7315,1991,TIRUVALLUR,BASKAR J.,N,IND,M,3915,152972,99876,95353,0.6529037993881233,N
7315,1991,TIRUVALLUR,BASKAR J.,N,IND,M,3915,152972,99876,95353,0.6529037993881233,N
7316,1991,TIRUVALLUR,LOGANATHAN M.,N,BJP,M,2038,152972,99876,95353,0.6529037993881233,N
7317,1991,TIRUVALLUR,SAGUNTHALA V.,N,IND,F,335,152972,99876,95353,0.6529037993881233,N
7318,1991,TIRUVALLUR,SAGARIYA D.,N,IND,M,245,152972,99876,95353,0.6529037993881233,N
7318,1991,TIRUVALLUR,SAGARIYA D.,N,IND,M,245,152972,99876,95353,0.6529037993881233,N
7319,1991,TIRUVALLUR,JAYASANKAR S.,N,AMI,M,235,152972,99876,95353,0.6529037993881233,N
7320,1991,TIRUVALLUR,DAVID D.,N,BSP,M,156,152972,99876,95353,0.6529037993881233,N
7321,1991,TIRUVALLUR,SHIK MOHAMMED K.,N,ICS(SCS),M,155,152972,99876,95353,0.6529037993881233,N
7322,1991,TIRUVALLUR,PATTAMMAL K.,N,IND,F,134,152972,99876,95353,0.6529037993881233,N
7323,1991,TIRUVALLUR,RAMAN K.,N,IND,M,111,152972,99876,95353,0.6529037993881233,N
7324,1991,TIRUVALLUR,DAMODARAN P.,N,IND,M,62,152972,99876,95353,0.6529037993881233,N
7325,1991,TIRUVALLUR,JANARTHANAN A.B.,N,IND,M,58,152972,99876,95353,0.6529037993881233,N
7325,1991,TIRUVALLUR,JANARTHANAN A.B.,N,IND,M,58,152972,99876,95353,0.6529037993881233,N
7326,1991,TIRUTTANI,RASANBABU ALIAS THANIGAI BABU K.,W,ADMK,M,50037,153507,100112,94046,0.6521656992840718,N
7326,1991,TIRUTTANI,RASANBABU ALIAS THANIGAI BABU K.,W,ADMK,M,50037,153507,100112,94046,0.6521656992840718,W
7327,1991,TIRUTTANI,CHINRAJEEVULU NAIDU C.,N,JD,M,27845,153507,100112,94046,0.6521656992840718,N
7328,1991,TIRUTTANI,MURTHY E.,N,PMK,M,12808,153507,100112,94046,0.6521656992840718,N
7329,1991,TIRUTTANI,THULLUKKANAM NAIDU V.,N,IND,M,1820,153507,100112,94046,0.6521656992840718,N
7330,1991,TIRUTTANI,PREMCHAND D.,N,BJP,M,916,153507,100112,94046,0.6521656992840718,N
7330,1991,TIRUTTANI,PREMCHAND D.,N,BJP,M,916,153507,100112,94046,0.6521656992840718,N
7331,1991,TIRUTTANI,CHANDRAN S.,N,IND,M,285,153507,100112,94046,0.6521656992840718,N
7332,1991,TIRUTTANI,SRINIVASAN R.,N,IND,M,231,153507,100112,94046,0.6521656992840718,N
7333,1991,TIRUTTANI,JAGANATHAN E.,N,IND,M,104,153507,100112,94046,0.6521656992840718,N
7334,1991,PALLIPET,EAKAMBARA REDDY A.,W,INC,M,48516,152410,99256,96565,0.6512433567351223,N
7335,1991,PALLIPET,ANNAMALAI L.S.,N,IND,M,17776,152410,99256,96565,0.6512433567351223,N
7336,1991,PALLIPET,LOKANATHAN T.,N,DMK,M,14845,152410,99256,96565,0.6512433567351223,N
7337,1991,PALLIPET,THIYAGARAJANK C.,N,PMK,M,9384,152410,99256,96565,0.6512433567351223,N
7338,1991,PALLIPET,PANDIYANK V.M.,N,IND,M,293,152410,99256,96565,0.6512433567351223,N
7339,1991,PALLIPET,LESAVAN S.,N,IND,M,229,152410,99256,96565,0.6512433567351223,N
7340,1991,PALLIPET,RAJA K.K.,N,IND,M,208,152410,99256,96565,0.6512433567351223,N
7341,1991,PALLIPET,SURYANARAYANAN R.,N,JP,M,190,152410,99256,96565,0.6512433567351223,W
7341,1991,PALLIPET,SURYANARAYANAN R.,N,JP,M,190,152410,99256,96565,0.6512433567351223,N
7342,1991,PALLIPET,NAGARATHINAM S.K.,N,IND,M,147,152410,99256,96565,0.6512433567351223,N
7343,1991,PALLIPET,GURUNATHAN A.M.,N,IND,M,105,152410,99256,96565,0.6512433567351223,N
7344,1991,PALLIPET,KRISHNAN G.K.,N,IND,M,93,152410,99256,96565,0.6512433567351223,N
7345,1991,PALLIPET,SRINIVASAN V.G.,N,IND,M,83,152410,99256,96565,0.6512433567351223,N
7346,1991,PALLIPET,NARASIMHAN P.S.,N,IND,M,83,152410,99256,96565,0.6512433567351223,N
7346,1991,PALLIPET,NARASIMHAN P.S.,N,IND,M,83,152410,99256,96565,0.6512433567351223,N
7347,1991,PALLIPET,ULAGANATHAN B.K.,N,IND,M,82,152410,99256,96565,0.6512433567351223,N
7348,1991,PALLIPET,PRABHAKARAN G.S.,N,TMM,M,65,152410,99256,96565,0.6512433567351223,W
7348,1991,PALLIPET,PRABHAKARAN G.S.,N,TMM,M,65,152410,99256,96565,0.6512433567351223,N
7349,1991,PALLIPET,DHARAMAPPAN C.M.,N,IND,M,61,152410,99256,96565,0.6512433567351223,N
7350,1991,PALLIPET,RAMASWAMY B.C.,N,IND,M,60,152410,99256,96565,0.6512433567351223,N
7351,1991,PALLIPET,KARUNANITHI C.M.,N,IND,M,59,152410,99256,96565,0.6512433567351223,N
7352,1991,PALLIPET,VIVEKANANDAN N.P.,N,IND,M,59,152410,99256,96565,0.6512433567351223,N
7353,1991,PALLIPET,RAMAN V.,N,IND,M,58,152410,99256,96565,0.6512433567351223,N
7353,1991,PALLIPET,RAMAN V.,N,IND,M,58,152410,99256,96565,0.6512433567351223,N
7354,1991,PALLIPET,VOORAPPAN P.K.,N,IND,M,57,152410,99256,96565,0.6512433567351223,N
7355,1991,PALLIPET,GOPAL V.S.,N,IND,M,57,152410,99256,96565,0.6512433567351223,N
7356,1991,PALLIPET,ANNAMALAI V.G.,N,IND,M,56,152410,99256,96565,0.6512433567351223,N
7356,1991,PALLIPET,ANNAMALAI V.G.,N,IND,M,56,152410,99256,96565,0.6512433567351223,N
7357,1991,PALLIPET,THULASIMANI M.V.,N,IND,M,55,152410,99256,96565,0.6512433567351223,N
7358,1991,PALLIPET,MAGANATHAN S.K.,N,IND,M,46,152410,99256,96565,0.6512433567351223,N
7359,1991,PALLIPET,RAMAN E.,N,IND,M,45,152410,99256,96565,0.6512433567351223,N
7359,1991,PALLIPET,RAMAN E.,N,IND,M,45,152410,99256,96565,0.6512433567351223,N
7360,1991,PALLIPET,SEVAPATHY P.,N,IND,M,45,152410,99256,96565,0.6512433567351223,N
7361,1991,PALLIPET,GANESAN P.N.,N,IND,M,44,152410,99256,96565,0.6512433567351223,N
7362,1991,PALLIPET,KUPPUSAMY V.G.,N,IND,M,43,152410,99256,96565,0.6512433567351223,N
7363,1991,PALLIPET,OOSUR S.A.,N,IND,M,42,152410,99256,96565,0.6512433567351223,N
7363,1991,PALLIPET,OOSUR S.A.,N,IND,M,42,152410,99256,96565,0.6512433567351223,N
7364,1991,PALLIPET,ANNAMALAI V.P.,N,IND,M,40,152410,99256,96565,0.6512433567351223,N
7365,1991,PALLIPET,GANDHI A.K.,N,IND,M,39,152410,99256,96565,0.6512433567351223,N
7366,1991,PALLIPET,GANESAN P.E.,N,IND,M,39,152410,99256,96565,0.6512433567351223,N
7367,1991,PALLIPET,SHANMUGA MUDDALI K.D.,N,IND,M,38,152410,99256,96565,0.6512433567351223,N
7368,1991,PALLIPET,EKAMBARAM K.M.,N,IND,M,37,152410,99256,96565,0.6512433567351223,N
7369,1991,PALLIPET,UDAYAN P.D.,N,IND,M,37,152410,99256,96565,0.6512433567351223,N
7369,1991,PALLIPET,UDAYAN P.D.,N,IND,M,37,152410,99256,96565,0.6512433567351223,N
7370,1991,PALLIPET,ANANDAN M.N.,N,IND,M,37,152410,99256,96565,0.6512433567351223,N
7371,1991,PALLIPET,SUBRAMANI S.G.,N,IND,M,37,152410,99256,96565,0.6512433567351223,N
7372,1991,PALLIPET,GOVINDAHSAMY A.M.,N,IND,M,36,152410,99256,96565,0.6512433567351223,N
7373,1991,PALLIPET,GOVINDASAMI P.S.,N,IND,M,36,152410,99256,96565,0.6512433567351223,W
7374,1991,PALLIPET,GANESAN A.,N,IND,M,35,152410,99256,96565,0.6512433567351223,N
7375,1991,PALLIPET,SATHASIVAM K.G.,N,IND,M,35,152410,99256,96565,0.6512433567351223,N
7376,1991,PALLIPET,NATARAJAN V.M.G.,N,IND,M,35,152410,99256,96565,0.6512433567351223,N
7376,1991,PALLIPET,NATARAJAN V.M.G.,N,IND,M,35,152410,99256,96565,0.6512433567351223,N
7377,1991,PALLIPET,RAJENDERAN S.V.,N,IND,M,34,152410,99256,96565,0.6512433567351223,N
7378,1991,PALLIPET,KATHIRVEL S.P.,N,IND,M,34,152410,99256,96565,0.6512433567351223,N
7379,1991,PALLIPET,KJARUNACHALAM T.M.,N,IND,M,34,152410,99256,96565,0.6512433567351223,N
7380,1991,PALLIPET,KRISHNAN S.J.,N,IND,M,34,152410,99256,96565,0.6512433567351223,N
7381,1991,PALLIPET,URAPPAN P.,N,IND,M,33,152410,99256,96565,0.6512433567351223,N
7382,1991,PALLIPET,ELUMALAI P.S.,N,IND,M,33,152410,99256,96565,0.6512433567351223,N
7383,1991,PALLIPET,GANESAN P.E.,N,IND,M,33,152410,99256,96565,0.6512433567351223,N
7384,1991,PALLIPET,GUNASEKARAN N.,N,IND,M,33,152410,99256,96565,0.6512433567351223,N
7385,1991,PALLIPET,ELLAPPAN V.V.,N,IND,M,31,152410,99256,96565,0.6512433567351223,N
7386,1991,PALLIPET,KSUBRAMANI A.M.,N,IND,M,31,152410,99256,96565,0.6512433567351223,N
7387,1991,PALLIPET,ANNAMULAI P.G.,N,IND,M,30,152410,99256,96565,0.6512433567351223,N
7388,1991,PALLIPET,SUBRAMANIAN S.D.,N,IND,M,30,152410,99256,96565,0.6512433567351223,N
7389,1991,PALLIPET,ANNAMALAI G.,N,IND,M,29,152410,99256,96565,0.6512433567351223,N
7390,1991,PALLIPET,MURUGESAN M.S.,N,IND,M,29,152410,99256,96565,0.6512433567351223,N
7391,1991,PALLIPET,ELUMALAI M.P.,N,IND,M,29,152410,99256,96565,0.6512433567351223,N
7392,1991,PALLIPET,ARUMUGAM P.V.,N,IND,M,29,152410,99256,96565,0.6512433567351223,N
7393,1991,PALLIPET,ANNAMALAI E.,N,IND,M,28,152410,99256,96565,0.6512433567351223,N
7394,1991,PALLIPET,SHAMMUGAM A.,N,IND,M,28,152410,99256,96565,0.6512433567351223,N
7395,1991,PALLIPET,ARUNACHALAM S.A.,N,IND,M,27,152410,99256,96565,0.6512433567351223,N
7395,1991,PALLIPET,ARUNACHALAM S.A.,N,IND,M,27,152410,99256,96565,0.6512433567351223,N
7396,1991,PALLIPET,ELUMALAI M.G.,N,IND,M,27,152410,99256,96565,0.6512433567351223,N
7397,1991,PALLIPET,PONNUSAMY G.K.,N,IND,M,27,152410,99256,96565,0.6512433567351223,N
7398,1991,PALLIPET,GANDHI S.A.,N,IND,M,26,152410,99256,96565,0.6512433567351223,N
7399,1991,PALLIPET,CHANDRASEKARAN K.G.,N,IND,M,26,152410,99256,96565,0.6512433567351223,N
7400,1991,PALLIPET,OOSUR MUDALI S.M.,N,IND,M,26,152410,99256,96565,0.6512433567351223,W
7401,1991,PALLIPET,ARUMUGAM E.K.,N,IND,M,26,152410,99256,96565,0.6512433567351223,N
7402,1991,PALLIPET,DEVAN A.P.,N,IND,M,25,152410,99256,96565,0.6512433567351223,N
7403,1991,PALLIPET,VELAYTHAM K.M.,N,IND,M,25,152410,99256,96565,0.6512433567351223,N
7403,1991,PALLIPET,VELAYTHAM K.M.,N,IND,M,25,152410,99256,96565,0.6512433567351223,N
7404,1991,PALLIPET,ELUMALAI K.,N,IND,M,24,152410,99256,96565,0.6512433567351223,N
7405,1991,PALLIPET,GANGADHARAN O.G.,N,IND,M,24,152410,99256,96565,0.6512433567351223,N
7405,1991,PALLIPET,GANGADHARAN O.G.,N,IND,M,24,152410,99256,96565,0.6512433567351223,N
7406,1991,PALLIPET,KUPPUSAMY R.,N,IND,M,24,152410,99256,96565,0.6512433567351223,N
7406,1991,PALLIPET,KUPPUSAMY R.,N,IND,M,24,152410,99256,96565,0.6512433567351223,N
7407,1991,PALLIPET,"SHANMUGAM V,.K,",N,IND,M,24,152410,99256,96565,0.6512433567351223,N
7408,1991,PALLIPET,DESAPPAN M.P.,N,IND,M,24,152410,99256,96565,0.6512433567351223,N
7409,1991,PALLIPET,POONGODAI E.C.,N,IND,F,24,152410,99256,96565,0.6512433567351223,N
7410,1991,PALLIPET,MOGANAVEL M.S.,N,IND,M,24,152410,99256,96565,0.6512433567351223,N
7411,1991,PALLIPET,DHARMALINGAM N.G.,N,IND,M,23,152410,99256,96565,0.6512433567351223,N
7412,1991,PALLIPET,GANESAN M.S.,N,IND,M,23,152410,99256,96565,0.6512433567351223,N
7413,1991,PALLIPET,THANIKACHALAM P.,N,IND,M,23,152410,99256,96565,0.6512433567351223,N
7414,1991,PALLIPET,NATARAJAN C.D.,N,IND,M,23,152410,99256,96565,0.6512433567351223,N
7415,1991,PALLIPET,ELUMALAI. V.M.,N,IND,M,23,152410,99256,96565,0.6512433567351223,N
7416,1991,PALLIPET,SUBRAMANBI S.,N,IND,M,23,152410,99256,96565,0.6512433567351223,N
7417,1991,PALLIPET,CHOKKALINGAM C .K.,N,IND,M,23,152410,99256,96565,0.6512433567351223,N
7417,1991,PALLIPET,CHOKKALINGAM C .K.,N,IND,M,23,152410,99256,96565,0.6512433567351223,N
7418,1991,PALLIPET,ANNAMALAI S.P.,N,IND,M,22,152410,99256,96565,0.6512433567351223,N
7419,1991,PALLIPET,KUPPATHA MUDALI M.P.,N,IND,M,22,152410,99256,96565,0.6512433567351223,N
7420,1991,PALLIPET,DELLI K.E.,N,IND,M,22,152410,99256,96565,0.6512433567351223,N
7421,1991,PALLIPET,NAGALINGAM P.,N,IND,M,22,152410,99256,96565,0.6512433567351223,N
7422,1991,PALLIPET,SANKARAN K.M,N,IND,M,21,152410,99256,96565,0.6512433567351223,N
7423,1991,PALLIPET,DASAPPAN P.M.G.,N,IND,M,21,152410,99256,96565,0.6512433567351223,N
7424,1991,PALLIPET,DHANDAPANI J.M.,N,IND,M,21,152410,99256,96565,0.6512433567351223,N
7425,1991,PALLIPET,CHOKKALINGAM M.R.,N,IND,M,21,152410,99256,96565,0.6512433567351223,N
7426,1991,PALLIPET,CHANDRASEKARAN S.J.,N,IND,M,21,152410,99256,96565,0.6512433567351223,N
7427,1991,PALLIPET,GOVINDASAMY A.M.,N,IND,M,21,152410,99256,96565,0.6512433567351223,N
7427,1991,PALLIPET,GOVINDASAMY A.M.,N,IND,M,21,152410,99256,96565,0.6512433567351223,N
7428,1991,PALLIPET,GOPALAKRISHNAN V.,N,IND,M,21,152410,99256,96565,0.6512433567351223,N
7428,1991,PALLIPET,GOPALAKRISHNAN V.,N,IND,M,21,152410,99256,96565,0.6512433567351223,N
7429,1991,PALLIPET,KANNIAPPAN V.S.,N,IND,M,21,152410,99256,96565,0.6512433567351223,N
7430,1991,PALLIPET,KANNAPPAN S.A.,N,IND,M,21,152410,99256,96565,0.6512433567351223,N
7431,1991,PALLIPET,CHOKKALINGAM G.A.,N,IND,M,21,152410,99256,96565,0.6512433567351223,N
7431,1991,PALLIPET,CHOKKALINGAM G.A.,N,IND,M,21,152410,99256,96565,0.6512433567351223,N
7432,1991,PALLIPET,NACDESAN M.A.,N,IND,M,20,152410,99256,96565,0.6512433567351223,N
7433,1991,PALLIPET,ARUMUGAM S.N.,N,IND,M,20,152410,99256,96565,0.6512433567351223,N
7434,1991,PALLIPET,RAMASAMY E.K.,N,IND,M,20,152410,99256,96565,0.6512433567351223,N
7435,1991,PALLIPET,KANNIYAPPAMUDALIAR V.M.,N,IND,M,20,152410,99256,96565,0.6512433567351223,N
7436,1991,PALLIPET,CHAKKARAPPAN E.M.,N,IND,M,20,152410,99256,96565,0.6512433567351223,N
7437,1991,PALLIPET,SUBRAMANIAM P.M.,N,IND,M,20,152410,99256,96565,0.6512433567351223,N
7438,1991,PALLIPET,DESAPPAN M.,N,IND,M,20,152410,99256,96565,0.6512433567351223,N
7439,1991,PALLIPET,THANDAVARAYAMUDALI V.M.,N,IND,M,20,152410,99256,96565,0.6512433567351223,N
7439,1991,PALLIPET,THANDAVARAYAMUDALI V.M.,N,IND,M,20,152410,99256,96565,0.6512433567351223,N
7440,1991,PALLIPET,SELVAM N.,N,IND,M,19,152410,99256,96565,0.6512433567351223,N
7441,1991,PALLIPET,NAGRATHINAM D.,N,IND,M,19,152410,99256,96565,0.6512433567351223,N
7442,1991,PALLIPET,PANDURANGAN A.G.,N,IND,M,19,152410,99256,96565,0.6512433567351223,N
7443,1991,PALLIPET,ANANDAN M.E.,N,IND,M,19,152410,99256,96565,0.6512433567351223,N
7444,1991,PALLIPET,MUNUSAMY B.,N,IND,M,18,152410,99256,96565,0.6512433567351223,N
7445,1991,PALLIPET,ARUNAGIRI C.V.,N,IND,M,18,152410,99256,96565,0.6512433567351223,N
7445,1991,PALLIPET,ARUNAGIRI C.V.,N,IND,M,18,152410,99256,96565,0.6512433567351223,N
7446,1991,PALLIPET,SUBRAMANI E.K.,N,IND,M,18,152410,99256,96565,0.6512433567351223,N
7447,1991,PALLIPET,NARASIMMAN N.K.,N,IND,M,18,152410,99256,96565,0.6512433567351223,N
7448,1991,PALLIPET,PUNNIYAKOTTI M.S.,N,IND,M,18,152410,99256,96565,0.6512433567351223,N
7449,1991,PALLIPET,LINGAMURTHY T.M.,N,IND,M,17,152410,99256,96565,0.6512433567351223,N
7449,1991,PALLIPET,LINGAMURTHY T.M.,N,IND,M,17,152410,99256,96565,0.6512433567351223,N
7450,1991,PALLIPET,PANCHATCHARAM A.,N,IND,M,17,152410,99256,96565,0.6512433567351223,N
7451,1991,PALLIPET,THANDAPANI P.N.,N,IND,M,17,152410,99256,96565,0.6512433567351223,N
7451,1991,PALLIPET,THANDAPANI P.N.,N,IND,M,17,152410,99256,96565,0.6512433567351223,N
7452,1991,PALLIPET,SAMBANDAM S.,N,IND,M,17,152410,99256,96565,0.6512433567351223,N
7453,1991,PALLIPET,SANGAIVI K.,N,IND,M,17,152410,99256,96565,0.6512433567351223,N
7454,1991,PALLIPET,CHAKKARAPPAN A.V.,N,IND,M,17,152410,99256,96565,0.6512433567351223,N
7455,1991,PALLIPET,GENGADARAM K.,N,IND,M,17,152410,99256,96565,0.6512433567351223,N
7456,1991,PALLIPET,KARTHIKEYAN T.V.,N,IND,M,17,152410,99256,96565,0.6512433567351223,N
7456,1991,PALLIPET,KARTHIKEYAN T.V.,N,IND,M,17,152410,99256,96565,0.6512433567351223,N
7457,1991,PALLIPET,KRISHNAN N.M.,N,IND,M,17,152410,99256,96565,0.6512433567351223,N
7458,1991,PALLIPET,CHINNAN A.V.,N,IND,M,16,152410,99256,96565,0.6512433567351223,N
7459,1991,PALLIPET,MALIIGARJUNAN K.,N,IND,M,16,152410,99256,96565,0.6512433567351223,N
7460,1991,PALLIPET,ANNAMULAI A.M.,N,IND,M,16,152410,99256,96565,0.6512433567351223,N
7461,1991,PALLIPET,LAKSHIMIKANTHAN G.G.,N,IND,M,16,152410,99256,96565,0.6512433567351223,N
7462,1991,PALLIPET,KMUNUSAMY S.,N,IND,M,16,152410,99256,96565,0.6512433567351223,N
7463,1991,PALLIPET,CHINMNAPPAN P.,N,IND,M,16,152410,99256,96565,0.6512433567351223,N
7464,1991,PALLIPET,SADHASIVAM V.A.,N,IND,M,16,152410,99256,96565,0.6512433567351223,N
7465,1991,PALLIPET,GOVINDASAMY V.A.,N,IND,M,16,152410,99256,96565,0.6512433567351223,N
7466,1991,PALLIPET,LAKSHAMANAN O.M.,N,IND,M,16,152410,99256,96565,0.6512433567351223,N
7466,1991,PALLIPET,LAKSHAMANAN O.M.,N,IND,M,16,152410,99256,96565,0.6512433567351223,N
7467,1991,PALLIPET,ANNAMALAI M.A.,N,IND,M,16,152410,99256,96565,0.6512433567351223,N
7468,1991,PALLIPET,RUTHRAMURTHY G.O.,N,IND,M,16,152410,99256,96565,0.6512433567351223,N
7468,1991,PALLIPET,RUTHRAMURTHY G.O.,N,IND,M,16,152410,99256,96565,0.6512433567351223,N
7469,1991,PALLIPET,VEDAVAN K.,N,IND,M,15,152410,99256,96565,0.6512433567351223,N
7469,1991,PALLIPET,VEDAVAN K.,N,IND,M,15,152410,99256,96565,0.6512433567351223,N
7470,1991,PALLIPET,KARUNAMOORTHY S.M.,N,IND,M,15,152410,99256,96565,0.6512433567351223,N
7471,1991,PALLIPET,NATARAJAN N.V.,N,IND,M,15,152410,99256,96565,0.6512433567351223,N
7472,1991,PALLIPET,NAGABUSHANAM K.M.,N,IND,M,15,152410,99256,96565,0.6512433567351223,N
7473,1991,PALLIPET,NARASIMHANB S.S.,N,IND,M,15,152410,99256,96565,0.6512433567351223,N
7474,1991,PALLIPET,SHANMUGAM A.S.,N,IND,M,15,152410,99256,96565,0.6512433567351223,N
7474,1991,PALLIPET,SHANMUGAM A.S.,N,IND,M,15,152410,99256,96565,0.6512433567351223,N
7475,1991,PALLIPET,SUBRAMANIAN P.A.,N,IND,M,15,152410,99256,96565,0.6512433567351223,N
7476,1991,PALLIPET,KERUBANANTHAM A.P.,N,IND,M,15,152410,99256,96565,0.6512433567351223,N
7477,1991,PALLIPET,ELUMALAI K.,N,IND,M,15,152410,99256,96565,0.6512433567351223,N
7477,1991,PALLIPET,ELUMALAI K.,N,IND,M,15,152410,99256,96565,0.6512433567351223,N
7478,1991,PALLIPET,SHANMUGAM S.P.,N,IND,M,15,152410,99256,96565,0.6512433567351223,N
7479,1991,PALLIPET,GOPAL S.K.,N,IND,M,15,152410,99256,96565,0.6512433567351223,N
7480,1991,PALLIPET,SIVINANDAM R.,N,IND,M,15,152410,99256,96565,0.6512433567351223,N
7481,1991,PALLIPET,SHANMUGAM A.P.,N,IND,M,14,152410,99256,96565,0.6512433567351223,N
7482,1991,PALLIPET,PONNABALAM M.A.,N,IND,M,14,152410,99256,96565,0.6512433567351223,N
7483,1991,PALLIPET,PUNNIYAKOTTI P.V.,N,IND,M,14,152410,99256,96565,0.6512433567351223,N
7484,1991,PALLIPET,DHAMODARAN O.K.,N,IND,M,14,152410,99256,96565,0.6512433567351223,N
7485,1991,PALLIPET,SUBRAMANIAM M.V.,N,IND,M,14,152410,99256,96565,0.6512433567351223,N
7486,1991,PALLIPET,KUMAR B.A.,N,IND,M,14,152410,99256,96565,0.6512433567351223,N
7486,1991,PALLIPET,KUMAR B.A.,N,IND,M,14,152410,99256,96565,0.6512433567351223,N
7487,1991,PALLIPET,SANJEEVI M.,N,IND,M,14,152410,99256,96565,0.6512433567351223,N
7488,1991,PALLIPET,GOPAL P.K.,N,IND,M,14,152410,99256,96565,0.6512433567351223,N
7488,1991,PALLIPET,GOPAL P.K.,N,IND,M,14,152410,99256,96565,0.6512433567351223,N
7489,1991,PALLIPET,SRINEVASAN V.V.,N,IND,M,14,152410,99256,96565,0.6512433567351223,N
7490,1991,PALLIPET,SIVASHANMUGAM N.N.,N,IND,M,14,152410,99256,96565,0.6512433567351223,N
7491,1991,PALLIPET,MATHIVANA A.G.,N,IND,M,13,152410,99256,96565,0.6512433567351223,W
7492,1991,PALLIPET,VINAYAGAM K.S.,N,IND,M,13,152410,99256,96565,0.6512433567351223,N
7493,1991,PALLIPET,SOMASUNDARAM O.A.,N,IND,M,13,152410,99256,96565,0.6512433567351223,N
7494,1991,PALLIPET,SELVAN S.V.,N,IND,M,13,152410,99256,96565,0.6512433567351223,N
7495,1991,PALLIPET,ARUNACHALAM S.P.,N,IND,M,13,152410,99256,96565,0.6512433567351223,N
7495,1991,PALLIPET,ARUNACHALAM S.P.,N,IND,M,13,152410,99256,96565,0.6512433567351223,N
7496,1991,PALLIPET,SHAKKARAPPAN PU.,N,IND,M,12,152410,99256,96565,0.6512433567351223,N
7497,1991,PALLIPET,PACHIAIAPPAN V.S.,N,IND,M,12,152410,99256,96565,0.6512433567351223,N
7497,1991,PALLIPET,PACHIAIAPPAN V.S.,N,IND,M,12,152410,99256,96565,0.6512433567351223,N
7498,1991,PALLIPET,MANIYAPPAN C.,N,IND,M,12,152410,99256,96565,0.6512433567351223,N
7499,1991,PALLIPET,MANI N.T.,N,IND,M,12,152410,99256,96565,0.6512433567351223,N
7499,1991,PALLIPET,MANI N.T.,N,IND,M,12,152410,99256,96565,0.6512433567351223,N
7500,1991,PALLIPET,BALASUBRAMANIAN C.,N,IND,M,12,152410,99256,96565,0.6512433567351223,W
7500,1991,PALLIPET,BALASUBRAMANIAN C.,N,IND,M,12,152410,99256,96565,0.6512433567351223,N
7501,1991,PALLIPET,MURUGESA MUDALI M.S.,N,IND,M,12,152410,99256,96565,0.6512433567351223,N
7502,1991,PALLIPET,NAGARATHINAM S.S.,N,IND,M,12,152410,99256,96565,0.6512433567351223,N
7502,1991,PALLIPET,NAGARATHINAM S.S.,N,IND,M,12,152410,99256,96565,0.6512433567351223,N
7503,1991,PALLIPET,THIRUNAVUKKARASU C.S.,N,IND,M,12,152410,99256,96565,0.6512433567351223,N
7503,1991,PALLIPET,THIRUNAVUKKARASU C.S.,N,IND,M,12,152410,99256,96565,0.6512433567351223,N
7504,1991,PALLIPET,DAMODARAN K.S.,N,IND,M,12,152410,99256,96565,0.6512433567351223,N
7505,1991,PALLIPET,SHANMUGAM A.M.,N,IND,M,12,152410,99256,96565,0.6512433567351223,N
7505,1991,PALLIPET,SHANMUGAM A.M.,N,IND,M,12,152410,99256,96565,0.6512433567351223,N
7506,1991,PALLIPET,ELUMALAI P.,N,IND,M,12,152410,99256,96565,0.6512433567351223,N
7507,1991,PALLIPET,VINAYAGAM T.M.,N,IND,M,12,152410,99256,96565,0.6512433567351223,N
7508,1991,PALLIPET,SUBBAARAMANI S.S.,N,IND,M,12,152410,99256,96565,0.6512433567351223,W
7509,1991,PALLIPET,MURUGESA MUNDALI P.S.,N,IND,M,12,152410,99256,96565,0.6512433567351223,N
7510,1991,PALLIPET,KRISHNAN V.R.,N,IND,M,11,152410,99256,96565,0.6512433567351223,N
7510,1991,PALLIPET,KRISHNAN V.R.,N,IND,M,11,152410,99256,96565,0.6512433567351223,N
7511,1991,PALLIPET,MANI S.,N,IND,M,11,152410,99256,96565,0.6512433567351223,N
7512,1991,PALLIPET,PALANI T.R.,N,IND,M,11,152410,99256,96565,0.6512433567351223,N
7513,1991,PALLIPET,NAGALINGAM A.G,N,IND,M,11,152410,99256,96565,0.6512433567351223,N
7514,1991,PALLIPET,DHANDAPANI B.K.,N,IND,M,11,152410,99256,96565,0.6512433567351223,N
